eventID,Agency,Identifier,year,month,day,hour,minute,second,timeError,longitude,latitude,SemiMajor90,SemiMinor90,ErrorStrike,depth,depthError,magnitude,sigmaMagnitude,Anthropogenic
363317,ISC,ISC|ISC-Ms,1990,7,19,8,55,12.28,0.59,121.1687,16.1684,16.31,9.45,56.0,38.0,,4.83,0.159,,795103|NEIC|4.90|mb,795103|NEIC|4.10|MSZ,795105|ISC|4.90|mb,795105|ISC|4.00|MS
363321,ISC-EHB,ISC-EHB|ISC-Ms,1990,7,19,9,45,26.46,,121.068,16.313,17.3,11.0,60.0,15.0,,4.71,0.159,,795110|NEIC|4.80|mb,795110|NEIC|3.90|MSZ,795113|ISC|4.90|mb,795113|ISC|3.80|MS
363328,ISC,ISC|NEIC-Mb,1990,7,19,11,1,31.24,1.19,121.0073,16.3564,45.13,21.72,62.0,21.0,,4.44,0.283,,795123|NEIC|4.40|mb,795125|ISC|4.50|mb
363345,ISC,ISC|NEIC-Mb,1990,7,19,13,49,17.88,1.04,121.1297,16.2921,30.67,18.19,61.0,21.0,,4.67,0.283,,795167|NEIC|4.60|mb,795170|ISC|4.60|mb
363352,ISC,ISC|NEIC-Mb,1990,7,19,14,57,4.59,0.99,121.3696,16.4816,29.27,17.67,48.0,10.0,,4.44,0.283,,795187|NEIC|4.40|mb,795189|ISC|4.50|mb
363355,ISC-EHB,ISC-EHB|ISC-Ms,1990,7,19,15,44,21.18,,121.027,17.314,5.1,4.7,101.0,19.0,1.9,5.14,0.159,,795198|NEIC|5.10|mb,795198|NEIC|4.50|MSZ,795199|ISC|5.20|mb,795199|ISC|4.50|MS
363356,ISC,ISC|NEIC-Mb,1990,7,19,15,54,4.5,1.13,121.1362,16.4945,42.75,19.0,62.0,21.0,,4.44,0.283,,795201|NEIC|4.40|mb,795203|ISC|4.40|mb
363363,ISC,ISC|NEIC-Msz,1990,7,19,17,51,10.07,1.09,121.2421,16.4851,33.61,19.56,62.0,35.0,,4.62,0.179,,795220|NEIC|4.40|mb,795220|NEIC|3.80|MSZ,795223|ISC|4.40|mb
363387,ISC,ISC|NEIC-Mb,1990,7,20,2,4,27.8,1.06,121.2435,15.6263,29.96,14.77,30.0,25.0,,4.44,0.283,,795274|NEIC|4.40|mb,795277|ISC|4.50|mb
363420,ISC,ISC|NEIC-Mb,1990,7,20,8,57,22.55,1.41,121.6714,15.487,47.25,22.21,58.0,25.0,,4.67,0.283,,795352|NEIC|4.60|mb,795354|ISC|4.70|mb
363437,ISC,ISC|NEIC-Msz,1990,7,20,11,54,58.08,1.03,121.4688,16.2395,28.38,17.33,45.0,35.0,,4.76,0.179,,795389|NEIC|4.40|mb,795389|NEIC|4.00|MSZ,795392|ISC|4.50|mb
363448,EHB,EHB|NEIC-Msz,1990,7,20,13,45,50.77,,121.056,16.246,16.5,9.8,63.0,49.0,,4.69,0.179,,795415|NEIC|4.70|mb,795415|NEIC|3.90|MSZ,795418|ISC|4.60|mb
363452,ISC-EHB,ISC-EHB|GCMT-Mw,1990,7,20,15,11,20.39,,120.911,16.443,6.5,5.3,49.0,22.0,2.1,5.7,,,795427|NEIC|5.50|mb,795427|NEIC|5.40|MSZ,05192986|GCMT|5.70|MW,795432|ISC|5.70|mb,795432|ISC|5.60|MS
363473,ISC,ISC|NEIC-Mb,1990,7,20,19,21,56.63,1.12,121.1139,16.4661,31.31,19.86,65.0,21.0,,4.32,0.283,,795487|NEIC|4.30|mb,795489|ISC|4.30|mb
363486,ISC-EHB,ISC-EHB|ISC-Ms,1990,7,20,22,49,45.49,,121.086,16.275,7.2,5.0,61.0,20.0,,4.96,0.159,,795520|NEIC|5.00|mb,795520|NEIC|4.00|MSZ,795523|ISC|5.20|mb,795523|ISC|4.20|MS
363504,ISC-EHB,ISC-EHB|ISC-Ms,1990,7,21,4,9,18.29,,121.06,16.453,19.1,10.7,57.0,25.0,,4.77,0.192,,795572|NEIC|4.80|mb,795572|NEIC|3.90|MSZ,795574|ISC|4.80|mb,795574|ISC|3.90|MS
363522,ISC,ISC|NEIC-Mb,1990,7,21,7,17,9.72,0.91,120.8276,16.2281,33.2,18.77,74.0,38.0,,4.32,0.283,,795606|NEIC|4.30|mb,795608|ISC|4.30|mb
363523,ISC-EHB,ISC-EHB|GCMT-Mw,1990,7,21,7,23,37.65,,120.899,16.408,4.6,3.7,56.0,28.0,1.4,5.7,,,795609|NEIC|5.40|mb,795609|NEIC|5.50|MSZ,05192988|GCMT|5.70|MW,795615|ISC|5.60|mb,795615|ISC|5.60|MS
363525,ISC,ISC|NEIC-Mb,1990,7,21,7,28,34.53,0.67,128.3096,1.8243,16.95,13.87,85.0,210.0,,5.25,0.283,,795617|NEIC|5.10|mb,795618|ISC|5.10|mb
363538,EHB,EHB|NEIC-Mb,1990,7,21,12,6,53.14,,121.763,23.869,6.1,5.3,122.0,21.0,5.4,4.67,0.283,,795646|NEIC|4.60|mb,795650|ISC|5.10|mb
363609,ISC,ISC|NEIC-Mb,1990,7,22,1,15,55.89,1.19,120.3417,21.6819,22.04,15.52,115.0,35.0,,4.09,0.283,,795799|NEIC|4.10|mb,795802|ISC|4.10|mb
363615,ISC,ISC|NEIC-Mb,1990,7,22,2,21,10.95,1.25,120.6203,15.4124,88.56,18.64,80.0,35.0,,4.32,0.283,,795814|NEIC|4.30|mb,795816|ISC|4.40|mb
363630,ISC-EHB,ISC-EHB|GCMT-Mw,1990,7,22,6,3,7.57,,121.058,16.482,3.8,3.1,62.0,22.0,,5.4,,,795857|NEIC|5.40|mb,795857|NEIC|4.70|MSZ,05192992|GCMT|5.40|MW,795862|ISC|5.60|mb,795862|ISC|5.00|MS
363661,ISC-EHB,ISC-EHB|NEIC-Msz,1990,7,22,9,53,37.28,,120.969,15.965,7.7,5.3,67.0,25.0,4.2,5.11,0.179,,795940|NEIC|5.10|mb,795940|NEIC|4.50|MSZ,795942|ISC|5.10|mb
363675,ISC-EHB,ISC-EHB|ISC-Ms,1990,7,22,11,20,10.27,,121.031,16.56,4.3,3.6,60.0,28.0,2.0,5.39,0.192,,795969|NEIC|5.30|mb,795969|NEIC|4.70|MSZ,795972|ISC|5.60|mb,795972|ISC|4.90|MS
363681,ISC,ISC|NEIC-Mb,1990,7,22,12,38,34.03,1.08,122.9281,17.4107,30.71,14.84,39.0,35.0,,4.44,0.283,,795986|NEIC|4.40|mb,795988|ISC|4.40|mb
363684,ISC,ISC|NEIC-Mb,1990,7,22,14,15,21.48,0.61,120.8068,16.5495,15.85,7.272,73.0,21.0,,4.79,0.283,,795994|NEIC|4.70|mb,795997|ISC|4.80|mb
363698,ISC,ISC|NEIC-Mb,1990,7,22,18,7,11.17,0.84,120.8061,16.3798,14.33,7.341,74.0,21.0,,4.67,0.283,,796026|NEIC|4.60|mb,796029|ISC|4.60|mb
363715,ISC,ISC|ISC-Ms,1990,7,22,21,54,37.92,2.68,121.937,15.8756,34.33,26.5,97.0,35.0,,4.96,0.147,,796067|NEIC|4.70|mb,796068|ISC|4.20|MS
363716,ISC,ISC|NEIC-Msz,1990,7,22,22,3,40.4,1.02,120.5874,16.3299,33.32,18.55,75.0,19.0,,4.62,0.179,,796070|NEIC|4.70|mb,796070|NEIC|3.80|MSZ,796072|ISC|4.70|mb
363728,ISC-EHB,ISC-EHB|GCMT-Mw,1990,7,23,0,49,0.52,,120.649,16.393,6.4,5.8,164.0,26.0,1.4,5.6,,,796101|NEIC|5.20|mb,796101|NEIC|5.30|MSZ,05193000|GCMT|5.60|MW,796105|ISC|5.40|mb,796105|ISC|5.50|MS
363760,ISC-EHB,ISC-EHB|ISC-Ms,1990,7,23,7,22,0.68,,121.551,15.529,13.0,8.9,66.0,15.0,,5.08,0.159,,796177|NEIC|5.00|mb,796177|NEIC|4.30|MSZ,796178|ISC|5.00|mb,796178|ISC|4.40|MS
363796,ISC,ISC|NEIC-Mb,1990,7,23,15,12,35.84,0.89,121.1144,15.5447,27.04,13.93,54.0,35.0,,4.67,0.283,,796255|NEIC|4.60|mb,796258|ISC|4.60|mb
363809,ISC-EHB,ISC-EHB|GCMT-Mw,1990,7,23,18,2,52.61,,122.378,11.346,7.2,4.9,64.0,17.0,2.0,5.6,,,796287|NEIC|5.50|mb,796287|NEIC|5.50|MSZ,05193006|GCMT|5.60|MW,796292|ISC|5.70|mb,796292|ISC|5.50|MS
363826,ISC-EHB,ISC-EHB|GCMT-Mw,1990,7,23,22,20,47.5,,119.575,16.074,6.8,6.1,43.0,51.0,2.9,5.4,,,05193010|GCMT|5.40|MW,796335|NEIC|5.00|mb,796335|NEIC|5.10|MSZ,796338|ISC|5.20|mb,796338|ISC|5.40|MS
363827,ISC,ISC|NEIC-Mb,1990,7,23,22,32,17.2,0.9,122.1016,23.9319,8.316,4.399,167.0,17.0,,4.32,0.283,,796339|NEIC|4.30|mb
363922,ISC,ISC|ISC-Ms,1990,7,24,17,34,35.78,1.07,120.329,16.0789,23.36,16.54,66.0,32.0,,4.96,0.147,,796535|NEIC|4.70|mb,796535|NEIC|4.10|MSZ,796536|ISC|4.70|mb,796536|ISC|4.20|MS
364003,ISC,ISC|NEIC-Mb,1990,7,25,10,48,43.82,1.3,127.2621,3.5296,29.49,21.44,87.0,45.0,,4.9,0.283,,796719|NEIC|4.80|mb,796720|ISC|4.80|mb
364111,NEIC,NEIC|NEIC-Msz,1990,7,26,8,47,24.6,,120.596,16.095,,,,10.0,,4.48,0.179,,796964|NEIC|4.50|mb,796964|NEIC|3.60|MSZ
364125,ISC,ISC|ISC-Ms,1990,7,26,10,43,52.76,0.92,120.3718,16.1995,19.6,16.52,12.0,32.0,,4.83,0.236,,796989|NEIC|4.40|mb,796989|NEIC|3.70|MSZ,796991|ISC|4.40|mb,796991|ISC|4.00|MS
364127,ISC,ISC|NEIC-Mb,1990,7,26,11,6,28.25,0.78,124.0608,3.7261,35.81,12.55,66.0,423.0,,4.32,0.283,,796997|NEIC|4.30|mb,796998|ISC|4.30|mb
364135,ISC,ISC|NEIC-Mb,1990,7,26,12,12,52.6,1.11,120.2032,16.3968,32.28,20.43,39.0,35.0,,4.32,0.283,,797012|NEIC|4.30|mb,797014|ISC|4.20|mb
364179,ISC-EHB,ISC-EHB|ISC-Ms,1990,7,26,22,13,3.74,,125.416,10.217,12.7,5.9,64.0,15.0,,5.08,0.159,,797125|NEIC|4.90|mb,797125|NEIC|4.40|MSZ,797128|ISC|4.90|mb,797128|ISC|4.40|MS
364347,NEIC,NEIC|NEIC-Mb,1990,7,28,9,23,59.4,,122.466,11.908,,,,33.0,,4.67,0.283,,797515|NEIC|4.60|mb
364442,ISC,ISC|NEIC-Mb,1990,7,29,3,56,11.04,1.74,121.358,16.2127,45.0,23.01,31.0,35.0,,4.21,0.283,,797723|NEIC|4.20|mb
364481,EHB,EHB|ISC-Ms,1990,7,29,10,58,32.24,,125.934,8.408,19.9,16.6,16.0,10.0,,4.77,0.236,,797798|NEIC|4.40|mb,797798|NEIC|4.10|MSZ,797800|ISC|4.30|mb,797800|ISC|3.90|MS
364530,ISC,ISC|NEIC-Mb,1990,7,29,22,17,35.76,0.55,120.9803,16.3837,8.557,5.293,87.0,21.0,,4.9,0.283,,797907|NEIC|4.80|mb,797910|ISC|4.80|mb
364534,ISC,ISC|NEIC-Mb,1990,7,29,23,8,1.76,0.83,121.9646,1.2655,28.55,13.44,71.0,450.0,,4.9,0.283,,797918|NEIC|4.80|mb,01170365|ISC|4.80|mb
364575,ISC,ISC|NEIC-Mb,1990,7,30,10,19,2.88,0.8,120.8684,16.4396,14.66,6.35,95.0,21.0,,4.56,0.283,,798014|NEIC|4.50|mb,798016|ISC|4.50|mb
364602,ISC,ISC|NEIC-Mb,1990,7,30,17,16,28.09,0.97,120.9885,16.4723,23.87,7.963,80.0,21.0,,4.21,0.283,,798070|NEIC|4.20|mb,798073|ISC|4.40|mb
364651,ISC,ISC|NEIC-Mb,1990,7,31,4,58,0.46,1.11,121.476,15.7845,25.18,7.722,86.0,35.0,,4.21,0.283,,798196|NEIC|4.20|mb
364653,ISC,ISC|NEIC-Mb,1990,7,31,5,29,42.32,0.82,120.7962,16.4001,14.33,6.796,84.0,21.0,,4.44,0.283,,798200|NEIC|4.40|mb,798202|ISC|4.50|mb
364690,ISC-EHB,ISC-EHB|NEIC-Mb,1990,7,31,13,49,14.72,,127.864,4.619,20.5,6.6,79.0,66.0,,5.14,0.283,,798291|NEIC|5.00|mb,798292|ISC|5.00|mb
358095,ISC,ISC|ISC-Ms,1990,8,1,4,25,49.28,1.14,120.7814,16.4601,11.13,5.128,90.0,26.0,8.6,5.02,0.159,,782736|NEIC|4.50|mb,782736|NEIC|4.00|MSZ,782737|ISC|4.50|mb,782737|ISC|4.30|MS
358150,ISC,ISC|NEIC-Msz,1990,8,1,21,33,50.88,0.72,121.1887,17.9093,11.7,9.577,1.0,28.0,,4.76,0.179,,782845|NEIC|4.70|mb,782845|NEIC|4.00|MSZ,782847|ISC|4.60|mb
358177,ISC-EHB,ISC-EHB|ISC-Ms,1990,8,2,2,41,39.6,,121.009,17.195,8.5,7.4,95.0,28.0,2.9,5.02,0.159,,782905|NEIC|4.90|mb,782905|NEIC|4.30|MSZ,782908|ISC|5.10|mb,782908|ISC|4.30|MS
358320,ISC,ISC|ISC-Ms,1990,8,3,8,17,19.88,0.69,120.9598,17.2267,15.88,8.114,75.0,22.0,,4.96,0.192,,783230|NEIC|4.90|mb,783231|ISC|4.90|mb,783231|ISC|4.20|MS
358352,ISC,ISC|NEIC-Mb,1990,8,3,13,42,5.4,0.79,120.7723,16.3267,9.898,9.067,77.0,19.0,,4.56,0.283,,783303|NEIC|4.50|mb,783304|ISC|4.50|mb
358378,ISC,ISC|ISC-Ms,1990,8,3,18,46,22.69,0.54,122.2257,11.3582,12.35,7.151,11.0,28.0,,5.02,0.159,,783373|NEIC|4.80|mb,783373|NEIC|4.30|MSZ,783374|ISC|4.70|mb,783374|ISC|4.30|MS
358418,ISC-EHB,ISC-EHB|ISC-Ms,1990,8,4,5,28,22.46,,120.445,16.161,13.0,8.4,73.0,15.0,,5.02,0.159,,783467|NEIC|4.80|mb,783467|NEIC|4.10|MSZ,783471|ISC|4.80|mb,783471|ISC|4.30|MS
358434,ISC-EHB,ISC-EHB|GCMT-Mw,1990,8,4,9,19,30.18,,123.105,1.328,6.9,4.2,66.0,29.0,1.8,5.4,,,783523|NEIC|5.10|mb,783523|NEIC|4.60|MSZ,05193054|GCMT|5.40|MW,783526|ISC|5.10|mb,783526|ISC|4.90|MS
358506,ISC,ISC|NEIC-Mb,1990,8,5,4,59,14.28,1.66,120.7642,16.5072,12.75,6.683,113.0,0.0,11.5,4.21,0.283,,783687|NEIC|4.20|mb,783689|ISC|4.20|mb
358561,ISC-EHB,ISC-EHB|ISC-Ms,1990,8,5,15,26,4.0,,121.335,15.513,12.7,8.2,72.0,15.0,,4.96,0.147,,783819|NEIC|4.90|mb,783819|NEIC|4.10|MSZ,783820|ISC|4.90|mb,783820|ISC|4.20|MS
358577,ISC-EHB,ISC-EHB|NEIC-Mb,1990,8,5,18,48,22.24,,126.926,6.12,11.8,4.9,68.0,127.0,4.3,5.14,0.283,,783859|NEIC|5.00|mb,783860|ISC|5.10|mb
358610,ISC-EHB,ISC-EHB|GCMT-Mw,1990,8,6,2,30,41.92,,120.513,16.181,5.6,5.1,121.0,38.0,1.5,5.0,,,783935|NEIC|5.30|mb,783935|NEIC|4.50|MSZ,05193068|GCMT|5.00|MW,783938|ISC|5.50|mb,783938|ISC|4.50|MS
358619,ISC,ISC|ISC-Ms,1990,8,6,3,29,2.76,0.87,120.8955,17.3508,10.24,7.513,86.0,17.0,4.72,5.02,0.192,,783957|NEIC|4.50|mb,783957|NEIC|4.20|MSZ,783959|ISC|4.60|mb,783959|ISC|4.30|MS
358722,ISC,ISC|NEIC-Mb,1990,8,7,2,37,13.21,1.15,120.4929,16.1626,51.34,5.88,85.0,33.0,,4.44,0.283,,784171|NEIC|4.40|mb
358729,ISC,ISC|NEIC-Mb,1990,8,7,4,23,57.63,1.05,119.9032,15.7418,26.04,7.384,86.0,35.0,,4.32,0.283,,784191|NEIC|4.30|mb,784192|ISC|4.30|mb
358788,EHB,EHB|NEIC-Mb,1990,8,7,19,50,3.76,,126.479,8.76,15.9,9.3,65.0,35.0,,4.56,0.283,,784332|NEIC|4.50|mb,784334|ISC|4.50|mb
358795,ISC,ISC|NEIC-Mb,1990,8,7,20,43,18.58,0.68,120.8162,22.3387,6.243,5.358,77.0,12.0,,4.32,0.283,,784346|NEIC|4.30|mb
358887,ISC,ISC|NEIC-Msz,1990,8,8,18,7,20.22,0.87,120.7938,16.3242,27.93,6.012,81.0,21.0,,4.62,0.179,,784560|NEIC|4.30|mb,784560|NEIC|3.80|MSZ
358896,ISC,ISC|NEIC-Mb,1990,8,8,19,38,22.08,1.36,120.6887,15.2156,70.48,8.38,72.0,10.0,,4.44,0.283,,784577|NEIC|4.40|mb
358909,ISC-EHB,ISC-EHB|ISC-Ms,1990,8,8,23,27,48.01,,120.606,16.34,8.8,7.2,88.0,18.0,1.7,5.2,0.159,,784603|NEIC|5.00|mb,784603|NEIC|4.50|MSZ,784606|ISC|5.10|mb,784606|ISC|4.60|MS
358949,ISC,ISC|NEIC-Mb,1990,8,9,9,30,44.66,0.77,126.7172,7.833,13.14,10.67,89.0,68.0,,4.32,0.283,,784683|NEIC|4.30|mb,784684|ISC|4.00|mb
358974,ISC,ISC|NEIC-Msz,1990,8,9,13,44,40.55,0.84,128.3241,2.4022,29.0,13.13,62.0,35.0,,4.48,0.179,,784731|NEIC|5.10|mb,784731|NEIC|3.60|MSZ,784732|ISC|5.10|mb
359023,ISC,ISC|NEIC-Mb,1990,8,9,20,48,38.64,1.21,120.8006,16.3176,16.7,8.275,80.0,10.0,,4.21,0.283,,784832|NEIC|4.20|mb
359087,ISC,ISC|NEIC-Mb,1990,8,10,14,32,24.89,0.7,120.9411,16.548,10.85,7.278,86.0,21.0,,4.79,0.283,,784983|NEIC|4.70|mb,784985|ISC|4.70|mb
359098,ISC-EHB,ISC-EHB|NEIC-Mb,1990,8,10,16,33,25.85,,121.379,17.516,10.5,8.6,69.0,22.0,3.7,4.9,0.283,,785018|NEIC|4.80|mb,785021|ISC|5.00|mb
359109,ISC,ISC|NEIC-Mb,1990,8,10,20,9,35.97,0.96,119.3515,15.965,16.67,11.73,86.0,43.0,,4.44,0.283,,785050|NEIC|4.40|mb
359132,ISC,ISC|NEIC-Mb,1990,8,11,1,13,45.4,1.38,118.8111,15.2683,48.7,22.43,36.0,30.0,,4.09,0.283,,785103|NEIC|4.10|mb
359152,ISC,ISC|NEIC-Mb,1990,8,11,4,55,16.21,1.28,123.176,1.2986,39.26,14.46,91.0,35.0,,4.44,0.283,,785151|NEIC|4.40|mb
359184,ISC,ISC|NEIC-Msz,1990,8,11,11,16,40.39,1.1,123.581,1.3351,48.33,17.07,69.0,32.0,,4.83,0.179,,785234|NEIC|3.90|mb,785234|NEIC|4.10|MSZ
359215,ISC-EHB,ISC-EHB|GCMT-Mw,1990,8,11,21,9,41.63,,120.335,16.394,4.9,4.4,41.0,33.0,1.8,5.0,,,05193094|GCMT|5.00|MW,785299|NEIC|5.20|mb,785299|NEIC|4.60|MSZ,785303|ISC|5.30|mb,785303|ISC|4.60|MS
359376,ISC,ISC|ISC-Ms,1990,8,13,13,49,36.82,0.68,121.0024,17.418,17.33,9.189,91.0,22.0,,5.08,0.159,,785701|NEIC|4.60|mb,785701|NEIC|4.40|MSZ,785703|ISC|4.70|mb,785703|ISC|4.40|MS
359388,ISC,ISC|NEIC-Mb,1990,8,13,16,7,51.18,0.64,123.7563,1.5898,18.45,10.89,87.0,50.0,,4.56,0.283,,785730|NEIC|4.50|mb,785731|ISC|4.50|mb
359389,ISC-EHB,ISC-EHB|ISC-Ms,1990,8,13,16,12,33.94,,123.536,1.443,12.0,6.1,67.0,30.0,,5.14,0.192,,785734|NEIC|4.90|mb,785734|NEIC|4.20|MSZ,785735|ISC|5.20|mb,785735|ISC|4.50|MS
359447,EHB,EHB|NEIC-Mb,1990,8,14,6,47,21.77,,127.364,1.875,14.1,5.0,82.0,49.0,,5.02,0.283,,785861|NEIC|4.90|mb,785863|ISC|4.90|mb
359457,ISC-EHB,ISC-EHB|NEIC-Mb,1990,8,14,9,31,32.68,,126.916,8.108,11.2,5.6,69.0,46.0,,5.25,0.283,,785888|NEIC|5.10|mb,785889|ISC|5.00|mb
359662,EHB,EHB|NEIC-Mb,1990,8,16,4,4,56.96,,128.456,3.087,19.5,8.1,66.0,89.0,,4.9,0.283,,786356|NEIC|4.80|mb,786357|ISC|4.90|mb
359777,ISC-EHB,ISC-EHB|NEIC-Mb,1990,8,17,2,56,6.53,,122.51,3.394,11.3,4.7,53.0,547.0,7.4,5.37,0.283,,786636|NEIC|5.20|mb,786637|ISC|5.20|mb
359809,ISC,ISC|NEIC-Mb,1990,8,17,11,5,38.63,0.7,122.1101,23.9308,6.994,4.585,155.0,49.0,6.63,4.79,0.283,,786708|NEIC|4.70|mb,786712|ISC|4.70|mb
359844,ISC,ISC|NEIC-Mb,1990,8,17,19,20,18.69,0.95,126.9417,2.7221,16.63,13.81,57.0,53.0,,4.56,0.283,,786803|NEIC|4.50|mb,786804|ISC|4.50|mb
360015,ISC,ISC|ISC-Ms,1990,8,19,10,12,17.62,0.95,120.7408,16.3228,24.33,16.37,71.0,35.0,,5.2,0.192,,787183|NEIC|4.70|mb,01170449|ISC|4.70|mb,01170449|ISC|4.60|MS
360033,ISC,ISC|NEIC-Mb,1990,8,19,14,20,28.78,1.64,127.1288,6.6691,46.8,20.21,80.0,47.0,,4.09,0.283,,787234|NEIC|4.10|mb
360062,ISC-EHB,ISC-EHB|ISC-Ms,1990,8,19,20,46,48.31,,120.089,17.279,5.1,3.6,71.0,26.0,1.5,5.45,0.159,,787297|NEIC|5.30|mb,787297|NEIC|4.80|MSZ,787300|ISC|5.30|mb,787300|ISC|5.00|MS
360142,ISC-EHB,ISC-EHB|NEIC-Mb,1990,8,20,17,48,26.04,,126.881,8.659,14.9,7.3,73.0,15.0,,4.67,0.283,,787490|NEIC|4.60|mb,787492|ISC|4.60|mb
360162,ISC,ISC|ISC-Mb,1990,8,20,22,37,39.88,1.09,120.3669,16.4385,39.94,14.79,56.0,35.0,,5.17,0.454,,787537|ISC|4.90|mb
360240,ISC-EHB,ISC-EHB|GCMT-Mw,1990,8,21,16,0,59.39,,121.954,22.598,3.9,3.8,37.0,16.0,1.1,5.4,,,787704|NEIC|5.30|mb,787704|NEIC|5.20|MSZ,05193138|GCMT|5.40|MW,787711|ISC|5.40|mb,787711|ISC|5.40|MS
360249,ISC,ISC|NEIC-Mb,1990,8,21,18,11,34.73,1.01,120.6754,16.1658,58.14,18.66,67.0,32.0,,4.9,0.283,,787733|NEIC|4.80|mb,787734|ISC|4.80|mb
360278,ISC-EHB,ISC-EHB|NEIC-Msz,1990,8,22,1,23,55.63,,126.667,2.465,21.8,7.5,61.0,55.0,,5.19,0.179,,787793|NEIC|4.80|mb,787793|NEIC|4.60|MSZ,787794|ISC|4.80|mb
360288,ISC-EHB,ISC-EHB|ISC-Ms,1990,8,22,3,25,27.71,,123.554,1.093,10.8,5.7,63.0,30.0,,4.89,0.287,,787815|NEIC|5.10|mb,787815|NEIC|4.30|MSZ,787817|ISC|5.20|mb,787817|ISC|4.10|MS
360330,ISC-EHB,ISC-EHB|GCMT-Mw,1990,8,22,17,18,51.52,,124.526,3.65,6.2,3.5,70.0,335.0,2.5,5.1,,,05193146|GCMT|5.10|MW,787925|NEIC|5.00|mb,787926|ISC|5.10|mb
360469,ISC,ISC|NEIC-Mb,1990,8,24,1,50,27.05,0.71,127.6564,6.1573,19.84,11.78,64.0,43.0,5.98,5.02,0.283,,788216|NEIC|4.90|mb,788218|ISC|4.90|mb
360758,ISC,ISC|NEIC-Mb,1990,8,27,0,5,56.42,0.76,121.6483,22.7184,6.88,5.442,129.0,26.0,,4.09,0.283,,788886|NEIC|4.10|mb
360773,ISC-EHB,ISC-EHB|NEIC-Msz,1990,8,27,1,53,33.01,,126.511,3.501,15.4,6.7,67.0,15.0,,4.9,0.179,,788928|NEIC|4.90|mb,788928|NEIC|4.20|MSZ,788929|ISC|4.90|mb
360802,ISC,ISC|NEIC-Mb,1990,8,27,5,40,13.05,0.67,123.3906,1.3404,16.12,13.04,45.0,32.0,,5.14,0.283,,789004|NEIC|5.00|mb,789005|ISC|5.10|mb
360860,EHB,EHB|NEIC-Mb,1990,8,27,21,27,59.26,,126.025,9.326,16.8,6.6,71.0,53.0,,5.02,0.283,,789146|NEIC|4.90|mb,789148|ISC|5.00|mb
360864,ISC,ISC|NEIC-Mb,1990,8,27,22,20,41.11,1.72,122.4786,3.7692,60.42,12.55,47.0,604.0,,4.9,0.283,,789156|NEIC|4.80|mb,789157|ISC|4.80|mb
360866,ISC,ISC|NEIC-Msz,1990,8,27,22,55,4.16,1.06,121.9254,15.5839,26.89,16.22,61.0,26.0,,4.83,0.179,,789162|NEIC|4.60|mb,789162|NEIC|4.10|MSZ,789163|ISC|4.60|mb
361052,ISC-EHB,ISC-EHB|ISC-Ms,1990,8,29,18,7,18.46,,128.609,2.59,10.4,4.9,77.0,23.0,2.1,5.14,0.159,,789609|NEIC|5.00|mb,789609|NEIC|3.90|MSZ,789613|ISC|5.10|mb,789613|ISC|4.50|MS
361164,ISC-EHB,ISC-EHB|NEIC-Mb,1990,8,30,17,11,23.64,,125.473,3.172,10.0,4.8,53.0,125.0,5.7,5.02,0.283,,789862|NEIC|4.90|mb,789863|ISC|4.80|mb
355205,ISC-EHB,ISC-EHB|NEIC-Mb,1990,9,1,10,0,46.71,,126.343,2.749,13.3,6.4,72.0,55.0,,4.9,0.283,,776279|NEIC|4.80|mb,776281|ISC|4.80|mb
355219,ISC-EHB,ISC-EHB|NEIC-Mb,1990,9,1,13,42,38.3,,127.833,4.64,9.0,4.1,69.0,65.0,3.7,4.9,0.283,,776309|NEIC|4.80|mb,776311|ISC|4.70|mb
355277,ISC,ISC|NEIC-Mb,1990,9,2,7,3,11.16,1.04,120.9925,16.339,22.98,17.64,36.0,21.0,,4.67,0.283,,776452|NEIC|4.60|mb,776453|ISC|4.50|mb
355322,ISC,ISC|NEIC-Mb,1990,9,2,16,16,33.51,0.74,125.8945,2.6402,16.04,11.01,85.0,105.0,,4.79,0.283,,776565|NEIC|4.70|mb,776566|ISC|4.60|mb
355374,ISC,ISC|NEIC-Mb,1990,9,3,5,13,28.39,1.32,120.6458,16.4422,41.54,12.09,58.0,19.0,,5.48,0.283,,776682|NEIC|5.30|mb,776683|ISC|5.00|mb
355445,ISC,ISC|NEIC-Mb,1990,9,3,18,50,26.85,2.14,125.781,2.1293,53.98,21.12,51.0,200.0,,5.02,0.283,,776845|NEIC|4.90|mb,776846|ISC|4.90|mb
355532,ISC,ISC|NEIC-Mb,1990,9,4,20,22,0.34,0.68,126.9502,2.4901,14.17,10.61,78.0,55.0,,4.56,0.283,,777065|NEIC|4.50|mb,777066|ISC|4.50|mb
355575,ISC-EHB,ISC-EHB|GCMT-Mw,1990,9,5,7,11,1.74,,126.397,8.501,5.0,3.3,72.0,42.0,1.2,5.7,,,777174|NEIC|5.50|mb,05193216|GCMT|5.70|MW,777176|ISC|5.60|mb,777176|ISC|5.30|MS
355650,ISC,ISC|NEIC-Mb,1990,9,6,2,53,48.0,0.83,121.7327,23.6828,6.698,4.558,145.0,53.0,8.45,4.9,0.283,,777338|NEIC|4.80|mb,777342|ISC|4.90|mb
