eventID,Agency,Identifier,year,month,day,hour,minute,second,timeError,longitude,latitude,SemiMajor90,SemiMinor90,ErrorStrike,depth,depthError,magnitude,sigmaMagnitude,Anthropogenic

906487,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1932,12,4,10,33,0.04,,120.99,2.411,9.5,6.8,,15.0,25.0,6.19,0.4,
906501,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1932,12,15,19,33,45.22,,121.072,20.984,7.5,5.0,,35.0,21.8,5.95,0.2,
906502,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1932,12,16,7,14,20.29,,125.974,7.193,22.0,13.3,,15.0,20.8,5.86,0.36,
906502,GUTE,GUTE|PAS-Ms,1932,12,16,7,14,22.0,,127.0,7.0,,,,35.0,,5.6,0.2,
905388,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1933,2,16,9,8,15.73,,126.138,2.228,16.7,8.1,,35.0,20.6,5.75,0.2,
905403,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1933,2,22,3,47,55.99,,126.658,4.24,46.1,16.7,,25.0,23.2,5.68,0.2,
905403,GUTE,GUTE|PAS-Ms,1933,2,22,3,48,10.0,,125.0,5.5,,,,35.0,,5.6,0.2,
905427,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1933,3,3,2,19,32.27,,120.225,15.745,11.9,7.1,,15.0,15.4,5.78,0.2,
905474,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1933,3,17,19,32,30.8,,127.118,6.253,7.9,7.0,,35.0,34.3,6.63,0.46,
905494,GUTE,GUTE|PAS-Ms,1933,4,1,8,7,35.0,,127.0,6.0,,,,35.0,,5.6,0.2,
905621,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1933,6,6,2,28,26.58,,120.46,13.248,11.5,8.6,,35.0,18.4,6.17,0.37,
905656,GUTE,GUTE|PAS-Ms,1933,6,24,13,55,0.0,,126.0,4.0,,,,35.0,,5.6,0.2,
905754,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1933,8,7,12,34,49.13,,127.15,10.36,27.7,22.8,,15.0,25.0,5.75,0.32,
905767,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1933,8,20,11,45,9.91,,124.847,13.185,9.2,6.8,,20.0,4.6,6.29,0.32,
905772,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1933,8,22,13,12,55.78,,125.21,12.471,16.0,11.4,,35.0,19.4,5.84,0.2,
905795,GUTE,GUTE|PAS-Ms,1933,9,3,3,45,59.0,,126.0,3.0,,,,35.0,,5.6,0.2,
905801,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1933,9,7,17,53,38.12,,126.267,6.311,19.8,13.7,,35.0,24.7,5.63,0.2,
905821,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1933,9,20,23,33,37.31,,120.851,12.921,11.5,9.2,,35.0,28.1,5.82,0.2,
905833,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1933,9,25,13,45,53.87,,126.135,6.002,15.0,7.1,,35.0,36.5,5.95,0.2,
905840,GUTE,GUTE|PAS-Ms,1933,9,28,0,27,58.0,,127.0,7.0,,,,100.0,,5.8,0.2,
905940,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1933,12,2,8,43,8.49,,122.136,20.478,11.2,8.2,,15.0,24.1,5.78,0.2,
904747,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1934,1,16,18,39,49.27,,124.95,5.986,11.8,7.9,,35.0,19.1,6.14,0.2,
904758,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1934,1,21,6,55,27.16,,124.176,23.736,21.0,7.8,,15.0,6.3,6.38,0.2,
904793,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1934,2,14,3,59,39.1,,119.292,17.496,4.9,4.5,,15.0,4.6,7.5,0.2,
904794,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1934,2,14,17,14,45.85,,118.95,17.666,13.4,9.6,,15.0,25.0,5.77,0.24,
904814,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1934,2,25,16,22,58.79,,118.995,17.395,16.0,9.2,,15.0,25.0,5.77,0.2,
904882,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1934,4,12,3,20,47.43,,120.228,19.532,9.4,6.5,,15.0,7.2,5.75,0.28,
904890,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1934,4,15,22,15,22.51,,126.662,7.689,8.7,6.8,,35.0,36.0,7.17,0.46,
904891,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1934,4,16,3,59,24.08,,126.925,7.906,14.0,10.2,,35.0,15.6,5.99,0.48,
904892,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1934,4,16,13,40,22.37,,120.928,21.537,7.0,6.3,,15.0,9.2,5.71,0.2,
904903,GUTE,GUTE|PAS-Ms,1934,4,26,13,39,35.0,,123.0,1.0,,,,35.0,,6.2,0.2,
904923,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1934,5,7,1,54,58.06,,127.773,9.432,29.0,19.2,,15.0,25.0,5.75,0.2,
904924,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1934,5,7,4,6,40.17,,127.106,9.192,24.4,17.7,,15.0,16.2,5.63,0.2,
904934,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1934,5,13,17,3,0.8,,121.641,17.988,21.5,9.7,,35.0,10.8,5.6,0.2,
904945,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1934,5,21,4,36,21.51,,121.873,22.596,31.3,25.6,,15.0,11.2,5.83,0.22,
904987,GUTE,GUTE|PAS-Ms,1934,6,14,19,8,36.0,,121.0,2.0,,,,35.0,,5.6,0.2,
905064,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1934,7,21,4,37,31.58,,120.283,16.384,17.8,9.2,,15.0,8.6,5.82,0.2,
905084,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1934,7,31,5,58,38.94,,120.075,14.879,10.5,8.3,,35.0,18.9,5.87,0.28,
905105,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1934,8,12,23,49,23.99,,126.728,8.151,7.3,5.5,,35.0,33.8,6.86,0.41,
905151,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1934,9,6,2,16,37.82,,125.905,7.149,17.9,12.9,,15.0,20.8,5.69,0.45,
905237,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1934,10,28,23,36,11.47,,123.389,23.529,8.9,4.3,,15.0,7.1,5.67,0.33,
905242,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1934,10,30,20,53,2.05,,125.281,7.591,33.3,20.0,,15.0,23.9,5.67,0.35,
905287,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1934,11,26,12,9,12.57,,120.414,13.763,6.9,6.3,,35.0,27.7,6.2,0.44,
905289,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1934,11,27,6,14,12.16,,127.2,2.263,7.8,5.8,,15.0,17.1,6.36,0.36,
904036,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1935,1,11,0,8,22.42,,120.097,18.894,16.6,11.6,,15.0,5.0,6.01,0.35,
904046,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1935,1,18,17,13,49.51,,125.276,23.801,9.7,5.2,,15.0,12.6,6.01,0.25,
904079,GUTE,GUTE|PAS-Ms,1935,2,4,21,7,31.0,,127.0,2.5,,,,80.0,,6.5,0.2,
904081,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1935,2,7,17,29,7.26,,122.874,13.527,11.6,9.4,,15.0,17.6,6.04,0.2,
904109,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1935,2,27,9,9,19.79,,126.33,2.232,11.6,9.4,,15.0,20.0,5.97,0.3,
904167,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1935,3,24,14,26,54.83,,123.578,21.841,11.6,6.2,,15.0,25.0,5.47,0.36,
904271,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1935,5,7,5,55,27.89,,126.269,5.656,16.0,8.7,,15.0,24.0,5.96,0.55,
904288,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1935,5,20,5,21,35.32,,126.627,3.722,10.9,8.8,,15.0,19.1,6.01,0.2,
904298,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1935,5,24,5,36,41.64,,124.941,12.086,8.9,5.9,,45.0,14.8,6.79,0.42,
904299,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1935,5,25,0,8,0.88,,125.714,12.131,10.0,7.8,,25.0,13.4,6.08,0.2,
904302,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1935,5,25,8,33,4.21,,125.586,11.746,17.8,15.5,,25.0,16.9,5.71,0.2,
904303,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1935,5,26,22,3,53.5,,125.804,12.034,10.1,7.6,,25.0,6.5,6.17,0.2,
904318,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1935,6,1,14,39,47.53,,126.811,7.737,11.1,9.0,,35.0,16.3,5.77,0.35,
904338,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1935,6,9,6,33,59.09,,125.692,11.61,14.6,11.7,,25.0,16.9,5.7,0.32,
904347,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1935,6,18,22,27,46.69,,125.592,12.408,9.3,8.1,,25.0,11.1,5.96,0.2,
904378,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1935,7,7,13,23,19.09,,119.504,18.195,7.1,5.1,,15.0,4.1,6.12,0.36,
904445,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1935,8,1,14,6,38.85,,125.821,11.732,10.5,7.2,,25.0,16.2,6.19,0.36,
904467,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1935,8,17,20,26,23.76,,119.882,19.023,45.9,14.6,,15.0,5.0,5.67,0.2,
904497,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1935,9,4,1,37,43.77,,121.284,22.331,4.4,3.6,,15.0,3.8,7.09,0.53,
904500,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1935,9,4,3,28,4.68,,121.132,22.392,5.6,4.1,,15.0,6.2,6.19,0.33,
904555,GUTE,GUTE|PAS-Ms,1935,10,4,5,15,36.0,,125.0,6.0,,,,500.0,,6.5,0.2,
904572,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1935,10,10,20,8,10.3,,126.6,11.4,27.1,20.4,,15.0,5.1,5.77,0.2,
904633,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1935,11,5,20,57,19.76,,126.637,5.158,21.3,15.3,,15.0,35.9,6.07,0.22,
904654,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1935,11,16,5,50,11.39,,125.819,11.874,19.2,17.9,,15.0,6.5,6.01,0.2,
904700,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1935,12,17,19,17,35.5,,125.782,22.502,5.0,4.3,,15.0,22.6,6.99,0.54,
904701,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1935,12,17,22,34,3.16,,125.164,22.868,13.5,8.6,,15.0,51.0,5.74,0.2,
904716,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1935,12,22,12,24,12.03,,126.87,9.861,29.0,17.4,,15.0,12.7,5.6,0.2,
903444,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1936,1,20,16,56,18.23,,126.633,5.827,8.9,5.7,,35.0,35.4,6.66,0.35,
903538,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1936,4,1,2,9,27.54,,126.379,4.264,7.5,5.8,,35.0,6.7,7.75,0.32,
903541,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1936,4,1,20,10,59.87,,126.655,3.838,7.8,6.0,,35.0,23.2,6.68,0.23,
903554,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1936,4,10,16,53,43.51,,124.878,6.138,19.5,9.0,,25.0,19.1,5.68,0.46,
903556,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1936,4,11,23,38,4.13,,125.812,11.703,15.6,12.7,,15.0,16.2,5.7,0.2,
903582,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1936,4,25,4,36,24.47,,124.714,9.659,34.6,15.1,,25.0,14.9,5.6,0.64,
903638,GUTE,GUTE|PAS-Ms,1936,5,20,0,16,1.0,,121.5,13.5,,,,160.0,,6.0,0.2,
903652,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1936,5,28,12,28,28.17,,120.481,22.042,6.0,5.1,,15.0,9.7,5.87,0.45,
903734,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1936,7,5,18,55,15.87,,126.804,6.04,7.2,6.8,,35.0,40.3,6.78,0.27,
903735,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1936,7,6,1,55,19.25,,127.624,3.984,22.0,16.0,,15.0,25.0,5.75,0.3,
903773,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1936,8,4,14,9,43.19,,120.943,19.187,8.9,6.0,,25.0,13.6,5.98,0.42,
903778,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1936,8,9,16,7,10.92,,120.83,19.613,11.4,7.6,,25.0,10.8,5.93,0.47,
903785,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1936,8,13,20,2,46.39,,126.373,8.842,9.5,6.5,,35.0,15.8,6.56,0.35,
903786,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1936,8,14,22,34,56.25,,126.74,8.99,22.6,15.2,,15.0,15.8,6.03,0.46,
903796,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1936,8,22,6,51,34.87,,121.24,21.963,4.4,3.6,,15.0,4.0,7.13,0.58,
903797,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1936,8,22,11,9,17.85,,121.065,22.142,7.7,4.7,,10.0,10.6,5.84,0.22,
903861,ISC,ISC|ISC-Ms,1936,10,3,21,50,12.85,0.4,122.7629,1.3099,8.067,6.501,88.0,25.0,,6.66,0.197,
903864,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1936,10,5,6,8,39.89,,122.61,8.914,15.7,10.1,,35.0,9.0,5.86,0.31,
903866,ISC,ISC|ISC-Ms,1936,10,5,9,44,21.81,0.33,126.3545,1.6417,8.299,5.912,66.0,15.0,,7.06,0.2,
903873,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1936,10,10,3,8,14.97,,127.46,6.893,15.5,10.9,,15.0,16.2,5.73,0.2,
903970,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1936,11,29,22,50,12.71,,121.221,22.057,7.9,5.4,,15.0,10.6,5.84,0.21,
903978,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1936,12,8,10,24,26.67,,125.36,10.231,11.8,9.6,,15.0,25.0,5.83,0.2,
903985,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1936,12,14,4,3,41.46,,119.976,13.81,10.4,7.7,,25.0,16.3,6.11,0.2,
902915,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1937,1,15,5,10,59.19,,126.496,2.144,20.8,11.6,,15.0,20.0,5.72,0.2,
902926,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1937,1,29,14,7,19.4,,122.249,23.983,7.7,5.0,,35.0,6.4,5.63,0.2,
902929,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1937,1,29,21,18,18.5,,123.42,23.899,9.2,5.7,,35.0,5.1,5.66,0.2,
902954,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1937,2,20,5,55,55.0,,119.868,16.203,17.2,8.4,,25.0,21.2,5.35,0.2,
902996,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1937,3,16,15,45,41.85,,120.275,18.006,6.4,5.1,,15.0,27.6,5.9,0.2,
903014,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1937,3,26,15,43,8.66,,124.736,7.327,25.9,12.9,,15.0,7.9,5.44,0.2,
903025,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1937,4,3,11,20,27.75,,120.86,23.279,7.3,4.1,,10.0,7.2,5.63,0.23,
903026,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1937,4,3,21,10,38.4,,119.746,15.427,9.1,7.3,,25.0,13.3,5.77,0.2,
903033,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1937,4,9,14,4,56.97,,120.843,23.178,5.1,4.1,,15.0,6.6,5.62,0.31,
903101,GUTE,GUTE|PAS-Ms,1937,5,31,10,38,30.0,,129.0,1.5,,,,170.0,,6.2,0.2,
903120,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1937,6,20,18,28,39.17,,126.734,11.735,36.5,20.1,,15.0,5.1,5.62,0.2,
903195,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1937,8,8,15,21,6.69,,126.192,5.048,48.3,31.5,,15.0,23.1,5.67,0.53,
903202,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1937,8,15,4,27,17.43,,120.895,19.277,12.4,7.2,,35.0,10.8,6.01,0.32,
903210,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1937,8,20,11,59,21.42,,121.675,14.569,5.8,5.3,,15.0,3.8,7.64,0.47,
903258,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1937,9,21,9,39,48.29,,126.365,1.972,9.2,6.8,,15.0,20.0,6.2,0.2,
903260,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1937,9,22,3,11,7.73,,123.841,12.391,9.5,8.5,,15.0,8.0,6.26,0.25,
903356,GUTE,GUTE|PAS-Ms,1937,11,26,10,45,14.0,,123.0,24.0,,,,50.0,,6.0,0.2,
903375,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1937,12,8,8,32,11.03,,121.276,22.91,4.1,2.5,,15.0,3.8,6.9,0.38,
903377,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1937,12,8,20,38,44.94,,121.467,22.785,6.9,3.6,,15.0,7.3,6.13,0.2,
903382,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1937,12,13,18,53,59.15,,121.372,22.69,3.9,3.0,,15.0,3.8,6.65,0.51,
903389,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1937,12,16,18,25,11.08,,125.542,14.095,9.8,9.2,,15.0,25.0,5.73,0.2,
903392,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1937,12,17,9,32,16.97,,121.393,23.089,3.9,2.5,,15.0,7.3,6.6,0.23,
902358,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1938,2,5,9,54,59.38,,123.708,13.203,9.6,7.9,,15.0,10.6,6.07,0.63,
902373,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1938,2,11,14,39,27.06,,119.517,17.959,16.9,9.4,,15.0,4.1,5.82,0.2,
902397,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1938,3,10,16,20,53.11,,126.436,6.571,24.9,23.9,,35.0,24.7,6.03,0.21,
