eventID,originID,magnitudeID,value,sigma,magType,magAgency
995359,2152245,2152245|ISC|4.70|mb,4.7,0.3,mb,ISC
995365,2152259,2152259|EIDC|3.90|mb,3.9,0.0,mb,EIDC
995365,2152260,2152260|NEIC|4.30|mb,4.3,0.0,mb,NEIC
995365,2152261,2152261|ISC|4.00|mb,4.0,0.1,mb,ISC
995394,2152316,2152316|EIDC|4.30|mb,4.3,0.0,mb,EIDC
995394,2152316,2152316|EIDC|3.40|MS,3.4,0.0,MS,EIDC
995394,2152318,2152318|BJI|4.80|mb,4.8,0.0,mb,BJI
995394,2152319,2152319|NEIC|4.70|mb,4.7,0.0,mb,NEIC
995394,2152320,2152320|ISC|4.70|mb,4.7,0.1,mb,ISC
995400,2152332,2152332|EIDC|5.10|mb,5.1,0.0,mb,EIDC
995400,2152332,2152332|EIDC|5.10|MS,5.1,0.0,MS,EIDC
995400,2152334,2152334|MOS|5.80|mb,5.8,0.0,mb,MOS
995400,2152334,2152334|MOS|5.40|MS,5.4,0.0,MS,MOS
995400,2152335,2152335|NEIC|5.40|mb,5.4,0.0,mb,NEIC
995400,2152335,2152335|NEIC|5.50|MSZ,5.5,0.0,MSZ,NEIC
995400,2152335,2152335|USGS;NEIC|5.80|Mw,5.8,0.0,Mw,USGS;NEIC
995400,5159280,5159280|NEIC|5.80|mw,5.8,0.0,mw,NEIC
995400,2152336,2152336|BJI|5.30|mb,5.3,0.0,mb,BJI
995400,2152336,2152336|BJI|5.40|MS,5.4,0.0,MS,BJI
995400,02329585,02329585|GS|5.80|Mw,5.8,0.0,Mw,GS
995400,05203056,05203056|GCMT|5.80|MW,5.8,0.0,MW,GCMT
995400,2152338,2152338|ISC|5.50|mb,5.5,0.2,mb,ISC
995400,2152338,2152338|ISC|5.40|MS,5.4,0.1,MS,ISC
995402,2152340,2152340|EIDC|4.30|mb,4.3,0.0,mb,EIDC
995402,2152341,2152341|NEIC|4.20|mb,4.2,0.0,mb,NEIC
995402,2152342,2152342|ISC|4.20|mb,4.2,0.2,mb,ISC
995403,2152343,2152343|EIDC|4.40|mb,4.4,0.0,mb,EIDC
995403,2152344,2152344|BJI|4.80|mb,4.8,0.0,mb,BJI
995403,2152345,2152345|NEIC|4.90|mb,4.9,0.0,mb,NEIC
995403,2152346,2152346|MOS|4.80|mb,4.8,0.0,mb,MOS
995403,2152347,2152347|ISC|4.50|mb,4.5,0.2,mb,ISC
995406,2152350,2152350|EIDC|5.50|mb,5.5,0.0,mb,EIDC
995406,2152350,2152350|EIDC|5.20|MS,5.2,0.0,MS,EIDC
995406,2152352,2152352|MOS|6.10|mb,6.1,0.0,mb,MOS
995406,2152352,2152352|MOS|5.50|MS,5.5,0.0,MS,MOS
995406,2152353,2152353|NEIC|5.60|mb,5.6,0.0,mb,NEIC
995406,2152353,2152353|NEIC|5.60|MSZ,5.6,0.0,MSZ,NEIC
995406,2152354,2152354|BJI|5.60|mb,5.6,0.0,mb,BJI
995406,2152354,2152354|BJI|5.60|MS,5.6,0.0,MS,BJI
995406,00451534,00451534|EUROP|5.60|mb,5.6,0.0,mb,EUROP
995406,2152355,2152355|ISC|5.80|mb,5.8,0.2,mb,ISC
995406,2152355,2152355|ISC|5.60|MS,5.6,0.1,MS,ISC
995407,2152356,2152356|EIDC|4.00|mb,4.0,0.0,mb,EIDC
995407,2152357,2152357|NEIC|4.60|mb,4.6,0.0,mb,NEIC
995407,2152358,2152358|ISC|4.30|mb,4.3,0.3,mb,ISC
995409,2152361,2152361|EIDC|4.40|mb,4.4,0.0,mb,EIDC
995409,2152362,2152362|BJI|4.60|mb,4.6,0.0,mb,BJI
995409,2152363,2152363|MOS|5.00|mb,5.0,0.0,mb,MOS
995409,2152364,2152364|NEIC|4.80|mb,4.8,0.0,mb,NEIC
995409,2152365,2152365|ISC|4.60|mb,4.6,0.2,mb,ISC
995411,2152368,2152368|EIDC|4.10|mb,4.1,0.0,mb,EIDC
995411,2152369,2152369|NEIC|4.70|mb,4.7,0.0,mb,NEIC
995411,2152370,2152370|ISC|4.20|mb,4.2,0.5,mb,ISC
995414,2152374,2152374|EIDC|3.70|mb,3.7,0.0,mb,EIDC
995414,2152375,2152375|ISC|3.80|mb,3.8,0.1,mb,ISC
995416,2152378,2152378|EIDC|4.30|mb,4.3,0.0,mb,EIDC
995416,2152379,2152379|BJI|4.60|mb,4.6,0.0,mb,BJI
995416,2152380,2152380|NEIC|4.50|mb,4.5,0.0,mb,NEIC
995416,01182342,01182342|ISC|4.50|mb,4.5,0.2,mb,ISC
995421,2152388,2152388|EIDC|3.80|mb,3.8,0.0,mb,EIDC
995430,2152403,2152403|EIDC|4.10|mb,4.1,0.0,mb,EIDC
995430,2152404,2152404|NEIC|4.50|mb,4.5,0.0,mb,NEIC
995430,2152405,2152405|ISC|4.30|mb,4.3,0.3,mb,ISC
995438,2152427,2152427|EIDC|4.90|mb,4.9,0.0,mb,EIDC
995438,2152428,2152428|MOS|5.70|mb,5.7,0.0,mb,MOS
995438,2152428,2152428|MOS|5.60|MS,5.6,0.0,MS,MOS
995438,2152430,2152430|BJI|5.00|mb,5.0,0.0,mb,BJI
995438,2152430,2152430|BJI|5.60|MS,5.6,0.0,MS,BJI
995438,2152431,2152431|NEIC|5.30|mb,5.3,0.0,mb,NEIC
995438,2152431,2152431|NEIC|5.40|MSZ,5.4,0.0,MSZ,NEIC
995438,05203058,05203058|GCMT|5.80|MW,5.8,0.0,MW,GCMT
995438,2152433,2152433|ISC|5.20|mb,5.2,0.2,mb,ISC
995438,2152433,2152433|ISC|5.50|MS,5.5,0.2,MS,ISC
995442,2152438,2152438|EIDC|4.10|mb,4.1,0.0,mb,EIDC
995442,2152439,2152439|NEIC|4.60|mb,4.6,0.0,mb,NEIC
995442,2152440,2152440|BJI|4.60|mb,4.6,0.0,mb,BJI
995442,2152442,2152442|ISC|4.40|mb,4.4,0.4,mb,ISC
995443,2152443,2152443|EIDC|4.70|mb,4.7,0.0,mb,EIDC
995443,2152444,2152444|BJI|4.90|mb,4.9,0.0,mb,BJI
995443,2152444,2152444|BJI|5.20|MS,5.2,0.0,MS,BJI
995443,2152445,2152445|NEIC|4.90|mb,4.9,0.0,mb,NEIC
995443,2152446,2152446|MOS|5.20|mb,5.2,0.0,mb,MOS
995443,2152447,2152447|ISC|4.80|mb,4.8,0.3,mb,ISC
995449,2152464,2152464|EIDC|3.60|mb,3.6,0.0,mb,EIDC
995449,2152465,2152465|NEIC|4.10|mb,4.1,0.0,mb,NEIC
995449,2152466,2152466|ISC|3.60|mb,3.6,0.3,mb,ISC
995455,2152475,2152475|EIDC|4.10|mb,4.1,0.0,mb,EIDC
995455,2152476,2152476|ISC|4.20|mb,4.2,0.1,mb,ISC
995461,2152491,2152491|EIDC|4.20|mb,4.2,0.0,mb,EIDC
995461,2152492,2152492|NEIC|4.40|mb,4.4,0.0,mb,NEIC
995461,2152493,2152493|BJI|4.90|mb,4.9,0.0,mb,BJI
995461,2152494,2152494|ISC|4.40|mb,4.4,0.2,mb,ISC
995464,2152500,2152500|EIDC|4.10|mb,4.1,0.0,mb,EIDC
995465,2152501,2152501|NEIC|4.40|mb,4.4,0.0,mb,NEIC
995465,2152502,2152502|EIDC|3.70|mb,3.7,0.0,mb,EIDC
995465,2152503,2152503|ISC|4.00|mb,4.0,0.1,mb,ISC
995466,2152504,2152504|NEIC|4.50|mb,4.5,0.0,mb,NEIC
995466,2152505,2152505|EIDC|3.90|mb,3.9,0.0,mb,EIDC
995466,2152506,2152506|ISC|4.30|mb,4.3,0.4,mb,ISC
995469,2152512,2152512|EIDC|4.90|mb,4.9,0.0,mb,EIDC
995469,2152512,2152512|EIDC|4.30|MS,4.3,0.0,MS,EIDC
995469,2152514,2152514|MOS|5.40|mb,5.4,0.0,mb,MOS
995469,2152514,2152514|MOS|5.00|MS,5.0,0.0,MS,MOS
995469,2152515,2152515|BJI|5.10|mb,5.1,0.0,mb,BJI
995469,2152515,2152515|BJI|5.00|MS,5.0,0.0,MS,BJI
995469,2152516,2152516|NEIC|5.20|mb,5.2,0.0,mb,NEIC
995469,2152516,2152516|NEIC|4.80|MSZ,4.8,0.0,MSZ,NEIC
995469,2152517,2152517|ISC|5.10|mb,5.1,0.3,mb,ISC
995469,2152517,2152517|ISC|4.90|MS,4.9,0.1,MS,ISC
995471,2152524,2152524|EIDC|4.40|mb,4.4,0.0,mb,EIDC
995471,2152525,2152525|BJI|4.60|mb,4.6,0.0,mb,BJI
995471,2152526,2152526|MOS|5.10|mb,5.1,0.0,mb,MOS
995471,2152527,2152527|NEIC|4.90|mb,4.9,0.0,mb,NEIC
995471,2152528,2152528|ISC|4.70|mb,4.7,0.1,mb,ISC
995473,2152531,2152531|EIDC|3.90|mb,3.9,0.0,mb,EIDC
995481,2152548,2152548|EIDC|4.00|mb,4.0,0.0,mb,EIDC
995484,2152554,2152554|EIDC|5.00|mb,5.0,0.0,mb,EIDC
995484,2152555,2152555|NEIC|5.20|mb,5.2,0.0,mb,NEIC
995484,2152555,2152555|NEIC|4.60|MSZ,4.6,0.0,MSZ,NEIC
995484,2152556,2152556|MOS|5.40|mb,5.4,0.0,mb,MOS
995484,2152556,2152556|MOS|5.00|MS,5.0,0.0,MS,MOS
995484,2152557,2152557|BJI|4.90|mb,4.9,0.0,mb,BJI
995484,2152557,2152557|BJI|5.10|MS,5.1,0.0,MS,BJI
995484,2152558,2152558|ISC|5.10|mb,5.1,0.2,mb,ISC
995484,2152558,2152558|ISC|5.00|MS,5.0,0.1,MS,ISC
995485,2152560,2152560|BJI|5.00|mb,5.0,0.0,mb,BJI
995485,2152561,2152561|MOS|5.50|mb,5.5,0.0,mb,MOS
995485,2152562,2152562|NEIC|5.20|mb,5.2,0.0,mb,NEIC
995485,2152563,2152563|EIDC|4.70|mb,4.7,0.0,mb,EIDC
995485,2152564,2152564|ISC|5.00|mb,5.0,0.3,mb,ISC
995486,2152566,2152566|BJI|4.70|mb,4.7,0.0,mb,BJI
995486,2152566,2152566|BJI|5.00|MS,5.0,0.0,MS,BJI
995486,2152567,2152567|NEIC|4.90|mb,4.9,0.0,mb,NEIC
995486,2152568,2152568|MOS|5.10|mb,5.1,0.0,mb,MOS
995486,2152569,2152569|EIDC|4.50|mb,4.5,0.0,mb,EIDC
995486,2152570,2152570|ISC|4.70|mb,4.7,0.2,mb,ISC
995487,2152572,2152572|MOS|4.90|mb,4.9,0.0,mb,MOS
995487,2152573,2152573|NEIC|4.80|mb,4.8,0.0,mb,NEIC
995487,2152574,2152574|BJI|4.60|mb,4.6,0.0,mb,BJI
995487,2152575,2152575|EIDC|4.30|mb,4.3,0.0,mb,EIDC
995487,2152576,2152576|ISC|4.70|mb,4.7,0.3,mb,ISC
995517,2152641,2152641|EIDC|4.40|mb,4.4,0.0,mb,EIDC
995517,2152642,2152642|BJI|4.60|mb,4.6,0.0,mb,BJI
995517,2152643,2152643|MOS|5.20|mb,5.2,0.0,mb,MOS
995517,2152644,2152644|NEIC|4.90|mb,4.9,0.0,mb,NEIC
995517,2152645,2152645|ISC|4.80|mb,4.8,0.2,mb,ISC
995519,2152649,2152649|ISC|4.40|mb,4.4,0.2,mb,ISC
995520,2152651,2152651|NEIC|4.60|mb,4.6,0.0,mb,NEIC
995520,2152651,2152651|NEIC|4.00|MSZ,4.0,0.0,MSZ,NEIC
995520,2152652,2152652|BJI|4.60|mb,4.6,0.0,mb,BJI
995520,2152652,2152652|BJI|4.30|MS,4.3,0.0,MS,BJI
995520,2152653,2152653|EIDC|4.20|mb,4.2,0.0,mb,EIDC
995520,2152654,2152654|ISC|4.70|mb,4.7,0.2,mb,ISC
995520,2152654,2152654|ISC|4.20|MS,4.2,0.1,MS,ISC
995525,2152662,2152662|EIDC|4.30|mb,4.3,0.0,mb,EIDC
995525,2152663,2152663|ISC|4.20|mb,4.2,0.1,mb,ISC
995539,2152701,2152701|EIDC|4.00|mb,4.0,0.0,mb,EIDC
995539,2152702,2152702|NEIC|4.10|mb,4.1,0.0,mb,NEIC
995539,2152703,2152703|ISC|4.20|mb,4.2,0.1,mb,ISC
995542,2152710,2152710|EIDC|3.80|mb,3.8,0.0,mb,EIDC
995542,2152711,2152711|ISC|3.60|mb,3.6,0.2,mb,ISC
995548,2152725,2152725|BJI|3.30|mL,3.3,0.0,mL,BJI
995548,00113611,00113611|TAP|4.20|ML,4.2,0.0,ML,TAP
995549,2152727,2152727|EIDC|4.20|mb,4.2,0.0,mb,EIDC
995549,2152728,2152728|NEIC|4.40|mb,4.4,0.0,mb,NEIC
995549,2152729,2152729|ISC|4.40|mb,4.4,0.1,mb,ISC
995561,2152759,2152759|EIDC|4.00|mb,4.0,0.0,mb,EIDC
995561,2152760,2152760|ISC|3.90|mb,3.9,0.5,mb,ISC
995565,2152766,2152766|EIDC|4.30|mb,4.3,0.0,mb,EIDC
995565,2152767,2152767|ISC|4.50|mb,4.5,0.6,mb,ISC
995587,2152812,2152812|EIDC|4.50|mb,4.5,0.0,mb,EIDC
995587,2152813,2152813|BJI|4.70|mb,4.7,0.0,mb,BJI
995587,2152814,2152814|NEIC|4.60|mb,4.6,0.0,mb,NEIC
995587,2152816,2152816|ISC|4.60|mb,4.6,0.2,mb,ISC
995590,2152823,2152823|EIDC|5.60|mb,5.6,0.0,mb,EIDC
995590,2152823,2152823|EIDC|5.30|MS,5.3,0.0,MS,EIDC
995590,2152824,2152824|BJI|5.50|mb,5.5,0.0,mb,BJI
995590,2152824,2152824|BJI|5.50|MS,5.5,0.0,MS,BJI
995590,2152825,2152825|MOS|6.10|mb,6.1,0.0,mb,MOS
995590,2152825,2152825|MOS|5.50|MS,5.5,0.0,MS,MOS
995590,2152826,2152826|NEIC|5.70|mb,5.7,0.0,mb,NEIC
995590,2152826,2152826|NEIC|5.50|MSZ,5.5,0.0,MSZ,NEIC
995590,2152826,2152826|USGS;NEIC|5.50|Me,5.5,0.0,Me,USGS;NEIC
995590,2152826,2152826|USGS;NEIC|5.90|Mw,5.9,0.0,Mw,USGS;NEIC
995590,5159283,5159283|NEIC|5.90|mw,5.9,0.0,mw,NEIC
995590,00451536,00451536|EUROP|5.60|mb,5.6,0.0,mb,EUROP
995590,05203066,05203066|GCMT|5.90|MW,5.9,0.0,MW,GCMT
995590,02329590,02329590|GS|5.50|ME,5.5,0.0,ME,GS
995590,2152828,2152828|ISC|5.70|mb,5.7,0.2,mb,ISC
995590,2152828,2152828|ISC|5.50|MS,5.5,0.1,MS,ISC
995591,2152830,2152830|EIDC|4.80|mb,4.8,0.0,mb,EIDC
995591,2152831,2152831|BJI|4.90|mb,4.9,0.0,mb,BJI
995591,2152832,2152832|NEIC|5.20|mb,5.2,0.0,mb,NEIC
995591,2152833,2152833|MOS|5.30|mb,5.3,0.0,mb,MOS
995591,2152834,2152834|ISC|5.00|mb,5.0,0.3,mb,ISC
995593,2152836,2152836|EIDC|4.90|mb,4.9,0.0,mb,EIDC
995593,2152838,2152838|BJI|4.80|mb,4.8,0.0,mb,BJI
995593,2152838,2152838|BJI|5.00|MS,5.0,0.0,MS,BJI
995593,2152839,2152839|MOS|5.20|mb,5.2,0.0,mb,MOS
995593,2152840,2152840|NEIC|5.10|mb,5.1,0.0,mb,NEIC
995593,2152841,2152841|ISC|5.00|mb,5.0,0.3,mb,ISC
995593,2152841,2152841|ISC|5.00|MS,5.0,0.1,MS,ISC
995598,2152849,2152849|EIDC|5.00|mb,5.0,0.0,mb,EIDC
995598,2152851,2152851|BJI|4.90|mb,4.9,0.0,mb,BJI
995598,2152851,2152851|BJI|5.10|MS,5.1,0.0,MS,BJI
995598,2152852,2152852|MOS|5.30|mb,5.3,0.0,mb,MOS
995598,2152853,2152853|NEIC|5.20|mb,5.2,0.0,mb,NEIC
995598,2152854,2152854|ISC|5.20|mb,5.2,0.3,mb,ISC
995598,2152854,2152854|ISC|5.10|MS,5.1,0.1,MS,ISC
995600,2152859,2152859|EIDC|4.00|mb,4.0,0.0,mb,EIDC
995600,2152860,2152860|NEIC|4.40|mb,4.4,0.0,mb,NEIC
995600,2152861,2152861|ISC|4.20|mb,4.2,0.4,mb,ISC
995601,2152862,2152862|EIDC|4.30|mb,4.3,0.0,mb,EIDC
995601,2152863,2152863|NEIC|4.60|mb,4.6,0.0,mb,NEIC
995601,2152865,2152865|ISC|4.40|mb,4.4,0.3,mb,ISC
995606,2152873,2152873|EIDC|4.10|mb,4.1,0.0,mb,EIDC
995606,2152874,2152874|NEIC|4.10|mb,4.1,0.0,mb,NEIC
995606,2152875,2152875|ISC|3.90|mb,3.9,0.1,mb,ISC
995607,2152876,2152876|BJI|4.60|mb,4.6,0.0,mb,BJI
995607,2152876,2152876|BJI|4.80|MS,4.8,0.0,MS,BJI
995607,2152877,2152877|EIDC|4.30|mb,4.3,0.0,mb,EIDC
995607,2152878,2152878|NEIC|4.70|mb,4.7,0.0,mb,NEIC
995607,2152880,2152880|ISC|4.60|mb,4.6,0.3,mb,ISC
995608,2152881,2152881|EIDC|3.90|mb,3.9,0.0,mb,EIDC
995608,2152882,2152882|NEIC|4.30|mb,4.3,0.0,mb,NEIC
995608,2152883,2152883|ISC|3.90|mb,3.9,0.3,mb,ISC
995609,2152884,2152884|EIDC|4.50|mb,4.5,0.0,mb,EIDC
995609,2152885,2152885|BJI|4.80|mb,4.8,0.0,mb,BJI
995609,2152886,2152886|NEIC|4.80|mb,4.8,0.0,mb,NEIC
995609,2152887,2152887|MOS|5.10|mb,5.1,0.0,mb,MOS
995609,2152889,2152889|ISC|4.70|mb,4.7,0.3,mb,ISC
995616,2152900,2152900|EIDC|4.20|mb,4.2,0.0,mb,EIDC
995616,2152901,2152901|NEIC|4.70|mb,4.7,0.0,mb,NEIC
995616,2152902,2152902|ISC|4.40|mb,4.4,0.1,mb,ISC
995620,2152917,2152917|BJI|4.90|mb,4.9,0.0,mb,BJI
995620,2152917,2152917|BJI|5.30|MS,5.3,0.0,MS,BJI
995620,2152918,2152918|MOS|5.40|mb,5.4,0.0,mb,MOS
995620,2152918,2152918|MOS|5.20|MS,5.2,0.0,MS,MOS
995620,2152919,2152919|NEIC|5.20|mb,5.2,0.0,mb,NEIC
995620,2152919,2152919|NEIC|5.20|MSZ,5.2,0.0,MSZ,NEIC
995620,2152920,2152920|EIDC|4.70|mb,4.7,0.0,mb,EIDC
995620,2152920,2152920|EIDC|4.90|MS,4.9,0.0,MS,EIDC
995620,05203068,05203068|GCMT|5.50|MW,5.5,0.0,MW,GCMT
995620,2152923,2152923|ISC|5.10|mb,5.1,0.3,mb,ISC
995620,2152923,2152923|ISC|5.20|MS,5.2,0.1,MS,ISC
995623,2152927,2152927|NEIC|4.40|mb,4.4,0.0,mb,NEIC
995623,2152928,2152928|EIDC|3.80|mb,3.8,0.0,mb,EIDC
995623,2152929,2152929|ISC|4.10|mb,4.1,0.3,mb,ISC
995624,2152930,2152930|NEIC|4.60|mb,4.6,0.0,mb,NEIC
995624,2152931,2152931|EIDC|4.20|mb,4.2,0.0,mb,EIDC
995624,2152932,2152932|BJI|4.50|mb,4.5,0.0,mb,BJI
995624,2152934,2152934|ISC|4.50|mb,4.5,0.2,mb,ISC
995627,00113622,00113622|TAP|3.50|ML,3.5,0.0,ML,TAP
995629,2152942,2152942|EIDC|3.50|mb,3.5,0.0,mb,EIDC
995632,2152946,2152946|EIDC|4.00|mb,4.0,0.0,mb,EIDC
995632,2152947,2152947|NEIC|4.30|mb,4.3,0.0,mb,NEIC
995632,2152948,2152948|ISC|4.20|mb,4.2,0.3,mb,ISC
995634,2152953,2152953|EIDC|3.90|mb,3.9,0.0,mb,EIDC
995634,2152954,2152954|ISC|3.90|mb,3.9,0.3,mb,ISC
995635,2152955,2152955|BJI|4.70|mb,4.7,0.0,mb,BJI
995635,2152957,2152957|NEIC|4.40|mb,4.4,0.0,mb,NEIC
995635,2152958,2152958|EIDC|4.00|mb,4.0,0.0,mb,EIDC
995635,2152959,2152959|ISC|4.60|mb,4.6,0.2,mb,ISC
995636,2152960,2152960|BJI|5.00|mb,5.0,0.0,mb,BJI
995636,2152961,2152961|NEIC|4.60|mb,4.6,0.0,mb,NEIC
995636,2152962,2152962|EIDC|4.00|mb,4.0,0.0,mb,EIDC
995636,2152963,2152963|ISC|4.60|mb,4.6,0.2,mb,ISC
995639,2152967,2152967|EIDC|4.10|mb,4.1,0.0,mb,EIDC
995639,2152968,2152968|ISC|4.20|mb,4.2,0.2,mb,ISC
995641,2152970,2152970|BJI|4.80|mb,4.8,0.0,mb,BJI
995641,2152970,2152970|BJI|4.90|MS,4.9,0.0,MS,BJI
995641,2152971,2152971|MOS|5.30|mb,5.3,0.0,mb,MOS
995641,2152971,2152971|MOS|4.90|MS,4.9,0.0,MS,MOS
995641,2152972,2152972|NEIC|5.10|mb,5.1,0.0,mb,NEIC
995641,2152972,2152972|NEIC|4.70|MSZ,4.7,0.0,MSZ,NEIC
995641,2152973,2152973|EIDC|4.40|mb,4.4,0.0,mb,EIDC
995641,2152974,2152974|ISC|4.90|mb,4.9,0.3,mb,ISC
995641,2152974,2152974|ISC|4.80|MS,4.8,0.1,MS,ISC
995644,2152979,2152979|BJI|4.50|mb,4.5,0.0,mb,BJI
995644,2152979,2152979|BJI|4.90|MS,4.9,0.0,MS,BJI
995644,2152980,2152980|NEIC|4.50|mb,4.5,0.0,mb,NEIC
995644,2152981,2152981|EIDC|4.10|mb,4.1,0.0,mb,EIDC
995644,2152982,2152982|ISC|4.50|mb,4.5,0.3,mb,ISC
995651,2152999,2152999|BJI|4.70|mb,4.7,0.0,mb,BJI
995651,2152999,2152999|BJI|4.60|MS,4.6,0.0,MS,BJI
995651,2153000,2153000|MOS|5.00|mb,5.0,0.0,mb,MOS
995651,2153001,2153001|NEIC|4.90|mb,4.9,0.0,mb,NEIC
995651,2153001,2153001|NEIC|4.20|MSZ,4.2,0.0,MSZ,NEIC
995651,2153002,2153002|EIDC|4.40|mb,4.4,0.0,mb,EIDC
995651,2153004,2153004|ISC|4.70|mb,4.7,0.2,mb,ISC
995651,2153004,2153004|ISC|4.50|MS,4.5,0.2,MS,ISC
995654,2153009,2153009|EIDC|3.90|mb,3.9,0.0,mb,EIDC
995654,2153010,2153010|ISC|4.10|mb,4.1,0.1,mb,ISC
995655,2153011,2153011|NEIC|4.80|mb,4.8,0.0,mb,NEIC
995655,2153012,2153012|BJI|4.50|mb,4.5,0.0,mb,BJI
995655,2153013,2153013|EIDC|3.90|mb,3.9,0.0,mb,EIDC
995655,2153014,2153014|ISC|4.50|mb,4.5,0.3,mb,ISC
995656,2153016,2153016|BJI|4.50|mb,4.5,0.0,mb,BJI
995656,2153017,2153017|NEIC|4.50|mb,4.5,0.0,mb,NEIC
995656,2153018,2153018|EIDC|4.00|mb,4.0,0.0,mb,EIDC
995656,2153019,2153019|ISC|4.40|mb,4.4,0.5,mb,ISC
995657,2153020,2153020|EIDC|3.80|mb,3.8,0.0,mb,EIDC
995664,2153038,2153038|NEIC|4.50|mb,4.5,0.0,mb,NEIC
995664,2153039,2153039|BJI|4.50|mb,4.5,0.0,mb,BJI
995664,2153040,2153040|EIDC|4.00|mb,4.0,0.0,mb,EIDC
995664,2153041,2153041|ISC|4.50|mb,4.5,0.2,mb,ISC
995670,2153053,2153053|BJI|4.50|mb,4.5,0.0,mb,BJI
995670,2153054,2153054|NEIC|4.80|mb,4.8,0.0,mb,NEIC
995670,2153055,2153055|EIDC|4.10|mb,4.1,0.0,mb,EIDC
995670,2153056,2153056|ISC|4.70|mb,4.7,0.2,mb,ISC
995674,2153069,2153069|EIDC|4.20|mb,4.2,0.0,mb,EIDC
995674,2153070,2153070|NEIC|4.00|mb,4.0,0.0,mb,NEIC
995674,2153071,2153071|ISC|4.30|mb,4.3,0.2,mb,ISC
995683,2153093,2153093|NEIC|4.60|mb,4.6,0.0,mb,NEIC
995683,2153094,2153094|BJI|5.00|mb,5.0,0.0,mb,BJI
995683,2153095,2153095|EIDC|4.20|mb,4.2,0.0,mb,EIDC
995683,2153095,2153095|EIDC|3.40|MS,3.4,0.0,MS,EIDC
995683,2153096,2153096|ISC|4.50|mb,4.5,0.2,mb,ISC
995685,2153098,2153098|EIDC|4.50|mb,4.5,0.0,mb,EIDC
995685,01182344,01182344|ISC|4.80|mb,4.8,0.2,mb,ISC
995687,2153103,2153103|EIDC|4.10|mb,4.1,0.0,mb,EIDC
995687,2153103,2153103|EIDC|3.90|MS,3.9,0.0,MS,EIDC
995687,2153104,2153104|NEIC|4.50|mb,4.5,0.0,mb,NEIC
995687,2153105,2153105|ISC|4.30|mb,4.3,0.4,mb,ISC
995695,2153123,2153123|NEIC|4.50|mb,4.5,0.0,mb,NEIC
995695,2153124,2153124|EIDC|4.00|mb,4.0,0.0,mb,EIDC
995695,2153125,2153125|ISC|4.60|mb,4.6,0.3,mb,ISC
995701,2153135,2153135|EIDC|4.10|mb,4.1,0.0,mb,EIDC
995701,2153136,2153136|NEIC|4.50|mb,4.5,0.0,mb,NEIC
995701,2153137,2153137|ISC|4.30|mb,4.3,0.2,mb,ISC
995713,2153166,2153166|EIDC|5.00|mb,5.0,0.0,mb,EIDC
995713,2153167,2153167|MOS|5.40|mb,5.4,0.0,mb,MOS
995713,2153168,2153168|NEIC|5.20|mb,5.2,0.0,mb,NEIC
995713,2153169,2153169|BJI|4.90|mb,4.9,0.0,mb,BJI
995713,2153169,2153169|BJI|5.20|MS,5.2,0.0,MS,BJI
995713,05203072,05203072|GCMT|5.40|MW,5.4,0.0,MW,GCMT
995713,2153171,2153171|ISC|5.00|mb,5.0,0.3,mb,ISC
995713,2153171,2153171|ISC|5.10|MS,5.1,0.1,MS,ISC
995714,2153173,2153173|EIDC|5.10|mb,5.1,0.0,mb,EIDC
995714,2153173,2153173|EIDC|5.00|MS,5.0,0.0,MS,EIDC
995714,2153174,2153174|BJI|5.10|mb,5.1,0.0,mb,BJI
995714,2153174,2153174|BJI|5.30|MS,5.3,0.0,MS,BJI
995714,2153175,2153175|MOS|5.50|mb,5.5,0.0,mb,MOS
995714,2153175,2153175|MOS|5.20|MS,5.2,0.0,MS,MOS
995714,2153176,2153176|NEIC|5.40|mb,5.4,0.0,mb,NEIC
995714,2153176,2153176|NEIC|5.30|MSZ,5.3,0.0,MSZ,NEIC
995714,2153177,2153177|ISC|5.30|mb,5.3,0.3,mb,ISC
995714,2153177,2153177|ISC|5.30|MS,5.3,0.1,MS,ISC
995715,2153179,2153179|EIDC|4.60|mb,4.6,0.0,mb,EIDC
995715,2153180,2153180|BJI|5.00|mb,5.0,0.0,mb,BJI
995715,2153181,2153181|NEIC|5.00|mb,5.0,0.0,mb,NEIC
995715,2153182,2153182|MOS|5.20|mb,5.2,0.0,mb,MOS
995715,2153183,2153183|ISC|4.80|mb,4.8,0.2,mb,ISC
995718,2153188,2153188|EIDC|4.40|mb,4.4,0.0,mb,EIDC
995718,2153189,2153189|BJI|4.80|mb,4.8,0.0,mb,BJI
995718,2153190,2153190|NEIC|4.70|mb,4.7,0.0,mb,NEIC
995718,2153192,2153192|ISC|4.50|mb,4.5,0.3,mb,ISC
995725,2153202,2153202|EIDC|4.20|mb,4.2,0.0,mb,EIDC
995725,2153203,2153203|NEIC|4.50|mb,4.5,0.0,mb,NEIC
995725,2153204,2153204|ISC|4.30|mb,4.3,0.3,mb,ISC
995727,2153208,2153208|EIDC|4.60|mb,4.6,0.0,mb,EIDC
995727,2153209,2153209|BJI|4.80|mb,4.8,0.0,mb,BJI
995727,2153209,2153209|BJI|4.40|MS,4.4,0.0,MS,BJI
995727,2153210,2153210|MOS|4.90|mb,4.9,0.0,mb,MOS
995727,2153211,2153211|NEIC|4.90|mb,4.9,0.0,mb,NEIC
995727,2153212,2153212|ISC|4.60|mb,4.6,0.2,mb,ISC
